,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,baronKillsdiff,riftHeraldKillsdiff,dragonKillsdiff,FIRE_DRAGONdiff,EARTH_DRAGONdiff,firstBaron,FIRE_DRAGONSoul,AIR_DRAGONdiff,ELDER_DRAGONdiff,WATER_DRAGONdiff,EARTH_DRAGONSoul,WATER_DRAGONSoul,AIR_DRAGONSoul
3440640501,2177,-1,-1.0,1.0,-1.0,-1.0,-2,-1,1,-1.0,3.0,-1.0,,,,-1.0,,,
3445490166,1785,1,-1.0,1.0,1.0,-1.0,-1,0,4,2.0,1.0,-1.0,1.0,,,1.0,,,
3432251895,1158,-1,1.0,-1.0,1.0,,-2,0,4,,1.0,-1.0,,1.0,,2.0,,1.0,
3408790007,972,-1,-1.0,,1.0,-1.0,0,-1,2,,,,,1.0,,1.0,,,
3385852405,1319,1,1.0,1.0,-1.0,1.0,0,2,1,-1.0,1.0,,,,,1.0,,,
3372089850,1722,-1,-1.0,-1.0,1.0,-1.0,-1,-1,2,,0.0,-1.0,,1.0,,1.0,,,
3400925694,1515,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3426091521,1951,1,1.0,1.0,1.0,-1.0,0,0,3,,1.0,-1.0,,1.0,,1.0,,1.0,
3443917321,1212,1,1.0,,1.0,1.0,0,2,3,1.0,1.0,,,1.0,,,,,
3428450825,1191,-1,-1.0,1.0,-1.0,,0,0,-3,-1.0,-1.0,,,,,-1.0,,-1.0,
3417178636,1832,1,1.0,1.0,1.0,1.0,1,0,3,1.0,,1.0,,1.0,,1.0,,,
3415212557,1170,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3443917327,1201,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440771599,893,-1,-1.0,-1.0,1.0,,-1,0,1,,1.0,-1.0,,-1.0,,1.0,,,
3433562641,1774,-1,-1.0,-1.0,1.0,-1.0,-2,-1,0,0.0,-1.0,-1.0,,,,1.0,,,
3405382164,1501,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3438674453,1989,1,1.0,1.0,1.0,1.0,-1,2,3,,1.0,-1.0,,1.0,,1.0,,1.0,
3438150168,1099,1,-1.0,,1.0,-1.0,0,-1,2,1.0,,,,,,1.0,,,
3357540889,1466,-1,-1.0,,1.0,1.0,-1,2,-1,,1.0,-1.0,,-1.0,,-1.0,,,
3433300506,1761,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3448767003,1594,-1,-1.0,,1.0,-1.0,0,-1,-1,-1.0,,,,-1.0,,1.0,,,
3396207133,1309,-1,1.0,,1.0,1.0,-1,0,-1,1.0,-1.0,-1.0,,,,-1.0,,,
3410100768,1655,1,1.0,1.0,1.0,1.0,1,2,4,1.0,,1.0,,2.0,,1.0,,,1.0
3446407718,1161,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3322937896,1633,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,-1.0,-2.0,-1.0,,-1.0,,,-1.0,,
3429892651,1024,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3334079021,1640,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3446145582,1326,1,1.0,1.0,1.0,1.0,0,2,3,,1.0,,,1.0,,1.0,,,
3414032944,1522,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3448635965,1132,-1,-1.0,-1.0,1.0,,-1,0,0,-2.0,1.0,-1.0,,1.0,,,,,
3447194175,1566,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3421635139,879,1,1.0,1.0,-1.0,,0,0,-1,,-1.0,,,-1.0,,1.0,,,
3431858757,1762,1,1.0,1.0,1.0,1.0,1,2,4,2.0,1.0,1.0,1.0,1.0,,,,,
3447325253,2225,1,1.0,1.0,1.0,1.0,2,2,1,1.0,,1.0,,-1.0,,1.0,,,
3432383045,1309,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3430548040,1991,-1,-1.0,-1.0,-1.0,1.0,-2,0,-3,-1.0,,-1.0,-1.0,-1.0,,-1.0,,,
3429630537,1409,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,-1.0,,,,,
3317826120,1477,1,1.0,1.0,1.0,-1.0,1,0,3,1.0,1.0,1.0,,,,1.0,,,
3424649807,1281,-1,-1.0,-1.0,1.0,,-1,0,2,1.0,1.0,-1.0,,0.0,,,,,
3446014544,1751,-1,1.0,1.0,1.0,-1.0,-1,-1,0,-1.0,1.0,-1.0,,,,0.0,,,
3434742352,2583,-1,1.0,-1.0,-1.0,,-1,0,-1,-1.0,,1.0,,1.0,,-1.0,,,
3437625939,2257,1,-1.0,-1.0,1.0,1.0,0,1,1,1.0,1.0,-1.0,,-1.0,,,,,
3402236500,1954,-1,-1.0,-1.0,1.0,1.0,0,0,-3,-3.0,,1.0,-1.0,-1.0,,1.0,,,
3426484822,913,1,1.0,,1.0,-1.0,0,-1,2,1.0,1.0,,,,,,,,
3445752406,1075,1,1.0,1.0,-1.0,,1,0,0,,-1.0,1.0,,-1.0,,2.0,,,
3429106264,1795,1,1.0,1.0,-1.0,1.0,1,2,2,-1.0,2.0,1.0,,,,1.0,,,
3424256600,1471,1,1.0,1.0,-1.0,1.0,1,2,0,,-1.0,1.0,,-1.0,,2.0,,,
3369468506,1141,1,-1.0,,1.0,-1.0,0,-1,2,1.0,,,,1.0,,,,,
3420193371,1263,1,1.0,1.0,1.0,,1,0,2,2.0,1.0,1.0,,,,-1.0,,,
3359244892,2527,-1,1.0,1.0,1.0,,-3,0,0,1.0,,-1.0,,-2.0,,1.0,,,
3405120092,1352,-1,-1.0,,1.0,1.0,-1,2,3,,1.0,-1.0,,1.0,,1.0,,,
3446800990,1219,-1,-1.0,,-1.0,-1.0,0,-2,-3,-1.0,-1.0,,,,,-1.0,,,
3326476893,1359,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,,-1.0,-1.0,,-1.0,,,,,
3443786341,1605,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3409838694,1536,1,1.0,1.0,1.0,1.0,1,1,2,,2.0,1.0,,1.0,,-1.0,,,
3396338279,921,-1,,,-1.0,,0,0,-1,-1.0,,,,,,,,,
3437232742,1967,1,-1.0,1.0,1.0,-1.0,1,0,0,-1.0,,1.0,,1.0,,0.0,,,
3412197992,1306,-1,-1.0,,-1.0,-1.0,0,-2,0,,-1.0,,,1.0,,,,,
3440116330,937,-1,-1.0,-1.0,1.0,,0,0,1,1.0,,,,,,,,,
3419538025,1090,1,1.0,,1.0,1.0,0,1,2,1.0,,,,,,1.0,,,
3420062316,993,-1,-1.0,-1.0,1.0,,0,0,1,1.0,,,,1.0,,-1.0,,,
3363045997,1105,-1,-1.0,,,,0,0,0,,,,,,,,,,
3422028394,1352,1,-1.0,-1.0,-1.0,,2,0,-3,-1.0,-1.0,1.0,,,,-1.0,,-1.0,
3442868847,994,-1,-1.0,,-1.0,-1.0,0,-1,-1,,,,,,,-1.0,,,
3408921199,1446,1,1.0,,1.0,-1.0,1,-1,3,,1.0,1.0,,1.0,,1.0,,,
3418882673,1725,1,1.0,1.0,1.0,1.0,1,0,4,1.0,,1.0,,1.0,,2.0,,1.0,
3436315253,2244,1,1.0,1.0,-1.0,1.0,1,2,2,,-1.0,1.0,,4.0,,-1.0,,,1.0
3439329910,1000,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3438019189,1355,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3444834936,1627,1,1.0,1.0,-1.0,1.0,1,2,2,2.0,1.0,1.0,,,,-1.0,,,
3351511674,1575,1,1.0,1.0,1.0,1.0,1,2,4,1.0,2.0,1.0,,,,1.0,1.0,,
3389129339,1948,-1,1.0,-1.0,-1.0,1.0,-1,2,-2,-1.0,0.0,-1.0,,,,-1.0,,,
3440378494,969,1,1.0,,-1.0,-1.0,0,0,0,,-1.0,,,,,1.0,,,
3431727742,941,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440378495,1002,1,1.0,1.0,1.0,1.0,0,1,2,1.0,1.0,,,,,,,,
3419538049,925,-1,-1.0,,-1.0,-1.0,0,-1,-1,,,,,-1.0,,,,,
3424387714,1213,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3443131010,1981,-1,1.0,-1.0,-1.0,1.0,-2,0,-3,-3.0,1.0,-1.0,-1.0,-1.0,,,,,
3426091654,1221,1,1.0,1.0,-1.0,1.0,0,2,0,,,,,-1.0,,1.0,,,
3394765450,1496,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3438936715,1755,-1,-1.0,-1.0,-1.0,,0,0,-4,,-1.0,,,-2.0,,-1.0,,,-1.0
3414688396,1327,-1,-1.0,-1.0,1.0,-1.0,0,-1,-1,1.0,,,,-1.0,,-1.0,,,
3379692172,1627,1,1.0,1.0,1.0,1.0,0,2,3,,1.0,,,1.0,,1.0,,,
3349807758,985,1,1.0,,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3444310672,2054,-1,-1.0,-1.0,-1.0,-1.0,-2,-2,-3,1.0,-3.0,-1.0,,-1.0,,,-1.0,,
3444441753,917,-1,-1.0,-1.0,1.0,1.0,0,1,0,-1.0,,,,1.0,,,,,
3355050650,1850,-1,1.0,-1.0,-1.0,-1.0,-1,-1,-4,-1.0,,-1.0,,-2.0,,-1.0,,,-1.0
3436708507,1365,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3435528864,1306,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3428450977,1639,-1,1.0,-1.0,1.0,-1.0,-1,0,-1,-1.0,1.0,-1.0,,-1.0,,,,,
3444703904,2398,1,-1.0,1.0,-1.0,,1,0,0,0.0,1.0,1.0,,,,-1.0,,,
3410231971,1328,1,1.0,1.0,-1.0,-1.0,0,0,1,,1.0,,,-1.0,,1.0,,,
3445752487,1172,1,1.0,1.0,1.0,,-1,0,-1,-1.0,1.0,-1.0,,,,-1.0,,,
3433956010,975,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3390177963,1423,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3415474858,1505,1,1.0,,1.0,1.0,1,1,3,,1.0,1.0,,1.0,,1.0,,,
3440640684,950,1,1.0,,-1.0,1.0,0,1,0,,-1.0,,,1.0,,,,,
3425305261,1673,1,-1.0,,-1.0,1.0,0,2,-2,-1.0,-1.0,,,0.0,,,,,
3368157871,1015,1,1.0,1.0,-1.0,1.0,0,1,0,,-1.0,,,,,1.0,,,
3424125614,1479,-1,1.0,1.0,1.0,,-2,0,-2,-1.0,,-1.0,,1.0,,-2.0,,-1.0,
3420324533,1689,1,1.0,1.0,-1.0,1.0,-1,1,1,1.0,,-1.0,,-1.0,,1.0,,,
3431203510,1382,1,1.0,1.0,1.0,,-2,0,2,1.0,0.0,-1.0,,1.0,,,1.0,,
3443917495,1487,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3440771768,1337,-1,-1.0,-1.0,1.0,,1,0,4,1.0,2.0,1.0,,,,1.0,1.0,,
3400008381,1907,1,1.0,1.0,-1.0,,0,0,-1,-1.0,1.0,,,-1.0,,,,,
3406824125,1716,-1,-1.0,-1.0,-1.0,-1.0,0,-2,-3,,-1.0,,,-1.0,,-1.0,,,
3424387776,1408,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3403154112,1230,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3431858885,1084,1,1.0,1.0,-1.0,1.0,0,1,0,-1.0,,,,1.0,,,,,
3439461062,1510,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3425436360,1616,-1,-1.0,-1.0,1.0,1.0,-1,0,-2,-1.0,1.0,-1.0,,-2.0,,,,,
3437626058,1223,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-3,-1.0,-1.0,,,,,-1.0,,,
3391881932,893,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3440247500,1087,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3387294412,1782,-1,-1.0,1.0,-1.0,1.0,-1,1,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3440771790,1215,-1,-1.0,-1.0,-1.0,,-2,0,0,1.0,0.0,-1.0,,-1.0,,,,,
3437626063,1467,1,-1.0,,-1.0,,0,0,1,-1.0,1.0,,,,,1.0,,,
3398697681,1565,1,1.0,1.0,-1.0,1.0,0,1,-1,-1.0,,,,-1.0,,1.0,,,
3416130258,1234,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3403809485,1269,-1,-1.0,,-1.0,-1.0,0,-2,-3,-1.0,-1.0,,,,,-1.0,,,
3384541908,1062,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3336045264,1333,1,-1.0,1.0,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3414426326,2355,-1,1.0,-1.0,-1.0,1.0,0,2,-4,1.0,-3.0,1.0,,-1.0,-1.0,,-1.0,,
3428451032,726,1,1.0,1.0,1.0,,0,0,3,1.0,1.0,,,,,1.0,,,
3416130265,1717,-1,1.0,1.0,-1.0,-1.0,-1,-2,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3436708570,1569,1,1.0,1.0,1.0,1.0,1,2,2,,,1.0,,1.0,,1.0,,,
3435266785,787,-1,-1.0,,1.0,,0,0,0,,-1.0,,,1.0,,,,,
3446801122,1676,-1,-1.0,-1.0,1.0,-1.0,-2,-2,-2,-1.0,-2.0,-1.0,,1.0,,,,,
3379954401,1642,1,1.0,1.0,1.0,1.0,0,0,4,1.0,2.0,,,1.0,,,1.0,,
3431203556,1892,1,1.0,1.0,1.0,1.0,1,2,3,1.0,1.0,1.0,,,,1.0,1.0,,
3442737893,1059,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3448373991,1877,-1,1.0,,-1.0,,-1,0,0,1.0,,-1.0,,0.0,,-1.0,,,
3403023080,1938,1,-1.0,,1.0,1.0,1,1,5,1.0,2.0,1.0,,,1.0,1.0,1.0,,
3375629033,1675,-1,-1.0,-1.0,1.0,-1.0,-1,-2,-2,-1.0,1.0,-1.0,,,,-2.0,,,
3430679281,874,-1,-1.0,-1.0,-1.0,,-1,0,-1,,,-1.0,,,,-1.0,,,
3416916723,1002,1,1.0,1.0,1.0,-1.0,0,-1,1,1.0,,,,,,,,,
3399877363,1618,1,1.0,1.0,1.0,1.0,1,2,4,,1.0,1.0,,1.0,,2.0,,1.0,
3435660022,1042,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3401581303,1019,-1,-1.0,,-1.0,1.0,0,1,-2,-1.0,,,,,,-1.0,,,
3405644535,1876,1,-1.0,1.0,-1.0,-1.0,-1,-2,2,1.0,,-1.0,,2.0,,-1.0,,,
3434611449,913,1,1.0,,1.0,,0,0,2,1.0,,,,1.0,,,,,
3405906682,2168,1,-1.0,1.0,1.0,-1.0,0,0,2,,0.0,-1.0,,1.0,,1.0,1.0,,
3408265978,1284,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3435791100,1810,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,-1.0,-2.0,-1.0,,,,-1.0,-1.0,,
3436577533,923,-1,-1.0,,1.0,-1.0,0,-1,0,,1.0,,,-1.0,,,,,
3433300734,1745,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3413771008,1264,1,1.0,,1.0,1.0,0,1,1,1.0,-1.0,,,,,1.0,,,
3439461121,1191,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3435004674,1271,-1,1.0,-1.0,-1.0,,0,0,-3,1.0,,,,-3.0,,-1.0,,,-1.0
3424781062,1875,-1,1.0,-1.0,-1.0,-1.0,-1,-1,-2,0.0,-1.0,-1.0,,,,-1.0,,,
3444441863,1940,1,-1.0,1.0,-1.0,1.0,1,1,-1,,-1.0,1.0,,1.0,,-1.0,,,
3426222859,2118,-1,1.0,1.0,1.0,1.0,1,2,-3,1.0,-1.0,1.0,,,,-3.0,,-1.0,
3444704014,717,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3431990039,879,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3435922201,1627,1,-1.0,1.0,1.0,-1.0,1,-1,3,,1.0,1.0,,1.0,,1.0,,,
3365405469,1714,1,1.0,1.0,1.0,1.0,1,2,-2,1.0,-1.0,1.0,,-2.0,,,,,
3419276062,1512,1,1.0,1.0,1.0,-1.0,1,-1,4,,2.0,1.0,,1.0,,1.0,1.0,,
3411149597,2330,1,1.0,1.0,-1.0,1.0,0,1,0,,0.0,-1.0,,-1.0,,1.0,,,
3445752614,1505,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,1.0,-2.0,-1.0,,-1.0,,,,,
3410756396,1830,-1,1.0,-1.0,-1.0,1.0,-1,2,-4,,-2.0,-1.0,,-1.0,,-1.0,-1.0,,
3447718702,1761,1,1.0,1.0,1.0,,0,0,2,,,,,1.0,,1.0,,,
3408397108,1392,1,1.0,1.0,1.0,1.0,0,2,-1,-1.0,-1.0,,,1.0,,,,,
3383100212,1587,1,1.0,1.0,-1.0,1.0,-1,1,1,,1.0,-1.0,,1.0,,-1.0,,,
3419145015,2414,-1,1.0,1.0,1.0,-1.0,1,-2,-2,1.0,-4.0,1.0,,,,1.0,-1.0,,
3447194424,1103,1,1.0,,1.0,1.0,0,1,2,,1.0,,,1.0,,,,,
3395027775,1657,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-4,,-1.0,-1.0,,-2.0,,-1.0,,,-1.0
3398828864,1857,1,1.0,1.0,-1.0,-1.0,0,-1,3,1.0,-1.0,,,,,3.0,,1.0,
3448374082,2050,1,-1.0,1.0,1.0,-1.0,2,0,0,1.0,1.0,1.0,,,,-2.0,,,
3408003908,2006,1,1.0,1.0,1.0,-1.0,1,0,3,1.0,,1.0,,1.0,,1.0,,1.0,
3378905925,2145,-1,1.0,1.0,-1.0,1.0,-1,1,-3,-1.0,-1.0,-1.0,,-1.0,,,-1.0,,
3440771912,1293,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3442344778,1594,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-2,-1.0,1.0,-1.0,,,,-2.0,,,
3431203659,1848,-1,1.0,-1.0,-1.0,-1.0,-1,0,-4,-1.0,-1.0,-1.0,,,,-2.0,,-1.0,
3448374095,1119,-1,-1.0,,-1.0,,0,0,-1,1.0,,,,-1.0,,-1.0,,,
3435922257,1736,-1,-1.0,-1.0,1.0,-1.0,-1,0,-1,1.0,-1.0,-1.0,,-1.0,,,,,
3425174357,2039,1,-1.0,1.0,-1.0,1.0,2,2,1,3.0,-1.0,1.0,,-1.0,,,,,
3437495127,1606,-1,-1.0,-1.0,-1.0,1.0,0,0,-3,-1.0,,,,-1.0,,-1.0,,,
3429237592,1297,-1,-1.0,,-1.0,1.0,0,2,-3,,-1.0,,,-1.0,,-1.0,,,
3440903005,933,-1,1.0,1.0,,,0,0,0,,,,,,,,,,
3429892957,735,-1,-1.0,-1.0,-1.0,,0,0,-2,-1.0,,,,-1.0,,,,,
3443655519,1864,-1,1.0,-1.0,-1.0,1.0,-1,0,-4,-1.0,-1.0,-1.0,,-2.0,,,,,-1.0
3418620768,1838,1,1.0,1.0,1.0,1.0,1,2,2,0.0,1.0,1.0,,,,1.0,,,
3448374114,1315,1,1.0,1.0,1.0,1.0,0,2,3,,1.0,,,1.0,,1.0,,,
3443655528,1591,1,1.0,1.0,-1.0,,1,0,4,3.0,,1.0,1.0,1.0,1.0,-1.0,,,
3416392553,1570,-1,1.0,,1.0,1.0,-1,2,0,-2.0,1.0,-1.0,,1.0,,,,,
3412722536,1511,-1,-1.0,-1.0,1.0,1.0,-1,0,-1,,-1.0,-1.0,,1.0,,-1.0,,,
3370910568,1245,1,1.0,,1.0,1.0,0,2,1,,1.0,,,,,,,,
3410494313,2113,-1,-1.0,1.0,-1.0,1.0,0,2,-3,-3.0,-1.0,-1.0,-1.0,1.0,,,,,
3438936941,1789,1,1.0,1.0,1.0,1.0,0,1,1,1.0,-1.0,,,1.0,,,,,
3426485104,1665,-1,1.0,-1.0,-1.0,1.0,-1,2,-2,,0.0,-1.0,,-1.0,,-1.0,,,
3444048753,1442,1,1.0,1.0,1.0,1.0,1,2,2,2.0,1.0,1.0,,,,-1.0,,,
3359376243,1492,1,-1.0,1.0,-1.0,,1,0,1,-1.0,,1.0,,1.0,,1.0,,,
3421897591,1544,-1,1.0,1.0,1.0,,-1,0,-3,-1.0,-3.0,-1.0,,1.0,,,-1.0,,
3396862840,1073,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3335783290,2242,-1,1.0,1.0,-1.0,1.0,-2,1,-2,-2.0,,-1.0,-1.0,-1.0,,1.0,,,
3448767360,1577,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3443917697,1414,1,1.0,1.0,1.0,1.0,0,2,0,-2.0,1.0,,,,,1.0,,,
3421373313,794,-1,-1.0,-1.0,1.0,,0,0,-1,,-1.0,,,1.0,,-1.0,,,
3446539138,1432,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3442738050,994,1,1.0,,1.0,1.0,0,1,0,1.0,,,,-1.0,,,,,
3392406409,1632,1,1.0,1.0,1.0,1.0,-1,1,2,0.0,1.0,-1.0,,,,1.0,,,
3405906830,2023,-1,1.0,-1.0,1.0,1.0,1,2,-3,,1.0,1.0,,-1.0,,-3.0,,-1.0,
3421504402,1759,-1,1.0,-1.0,-1.0,1.0,0,2,-2,0.0,-1.0,,,-1.0,,,,,
3439330196,815,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3431465877,1729,1,1.0,1.0,1.0,1.0,0,2,-2,,-2.0,,,-1.0,,1.0,,,
3442213781,1767,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-4,-1.0,,,,-2.0,,-1.0,,,-1.0
3443131286,684,-1,-1.0,-1.0,-1.0,-1.0,0,-1,-1,-1.0,,,,,,,,,
3440771991,1100,-1,-1.0,-1.0,-1.0,,1,0,-3,-1.0,,1.0,,-1.0,,-1.0,,,
3343123353,1627,-1,-1.0,-1.0,-1.0,1.0,-1,0,-4,-1.0,,-1.0,,-1.0,,-2.0,,-1.0,
3435004826,1543,-1,-1.0,-1.0,1.0,1.0,1,1,-1,-1.0,1.0,1.0,,,,-1.0,,,
3443393436,1755,-1,1.0,-1.0,1.0,-1.0,-1,-1,1,1.0,-1.0,-1.0,,1.0,,,,,
3391095709,1304,-1,-1.0,,1.0,1.0,0,1,-1,-1.0,-1.0,,,,,1.0,,,
3434480545,1216,-1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3409576866,1274,-1,-1.0,,-1.0,1.0,0,1,-3,-1.0,-1.0,,,,,-1.0,,,
3407610787,1359,1,-1.0,,-1.0,1.0,0,0,-1,-1.0,,,,-1.0,,1.0,,,
3444704166,2546,1,1.0,-1.0,-1.0,-1.0,1,-1,4,,1.0,1.0,,3.0,1.0,-1.0,,,1.0
3425698726,1796,-1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3446539179,993,1,1.0,-1.0,,,0,0,0,,,,,,,,,,
3398960046,1792,-1,1.0,1.0,1.0,1.0,-1,0,3,1.0,1.0,-1.0,1.0,,,1.0,,,
3445228466,1114,-1,-1.0,-1.0,-1.0,,0,0,-4,-1.0,,,,-2.0,,-1.0,,,-1.0
3351905203,2322,1,1.0,1.0,1.0,-1.0,1,-1,3,1.0,1.0,1.0,,1.0,,,1.0,,
3417179063,1987,1,1.0,-1.0,-1.0,1.0,0,0,-1,-1.0,,,,1.0,,-1.0,,,
3419669431,1652,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,-1.0,,-1.0,,1.0,,-2.0,,,
3429630909,1125,1,1.0,1.0,1.0,,1,0,4,,1.0,1.0,,1.0,,2.0,,1.0,
3404727230,1738,-1,-1.0,-1.0,-1.0,-1.0,-1,0,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3436053439,1178,1,1.0,1.0,-1.0,1.0,0,1,0,1.0,-1.0,,,,,,,,
3439199167,1360,1,1.0,1.0,1.0,,1,0,2,0.0,1.0,1.0,,1.0,,,,,
3413902273,1340,1,1.0,,1.0,-1.0,1,0,3,1.0,1.0,1.0,,,,1.0,,,
3443917762,1300,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-3,-1.0,-1.0,-1.0,,-1.0,,,,,
3431596996,1418,-1,1.0,-1.0,1.0,1.0,-1,1,-1,1.0,,-1.0,,-1.0,,-1.0,,,
3377595336,1975,1,-1.0,1.0,1.0,-1.0,2,-2,0,1.0,,1.0,,-1.0,,0.0,,,
3436315595,700,1,1.0,1.0,-1.0,1.0,0,1,-1,,,,,-1.0,,,,,
3421766606,1766,-1,1.0,-1.0,1.0,-1.0,-1,-1,0,0.0,,-1.0,,-1.0,,1.0,,,
3418096593,2063,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-2,0.0,-1.0,-1.0,,,,-1.0,,,
3448636375,1263,1,1.0,1.0,1.0,1.0,0,1,2,,1.0,,,,,1.0,,,
3443393498,1688,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,0,-1.0,2.0,-1.0,,,,-1.0,,,
3423339483,1913,-1,-1.0,-1.0,-1.0,1.0,-1,0,-3,-1.0,-1.0,-1.0,-1.0,,,-1.0,,,
3448767452,1341,1,1.0,,1.0,1.0,0,1,3,1.0,1.0,,,,,1.0,,,
3436184543,1072,1,-1.0,1.0,,,0,0,0,,,,,,,,,,
3448636384,1919,-1,1.0,,-1.0,1.0,2,0,-5,-1.0,,1.0,,-2.0,-1.0,-1.0,,,-1.0
3437364193,1623,1,-1.0,-1.0,-1.0,-1.0,1,-1,-1,1.0,-1.0,1.0,,,,-1.0,,,
3447587809,1407,-1,-1.0,-1.0,-1.0,,-1,0,-3,-1.0,-1.0,-1.0,,,,-1.0,,,
3436053477,1860,1,1.0,1.0,1.0,1.0,1,2,4,1.0,,1.0,,2.0,,1.0,,,1.0
3422946280,676,-1,-1.0,,-1.0,,0,0,-1,,-1.0,,,,,,,,
3410101225,1694,-1,-1.0,-1.0,1.0,-1.0,-1,-2,2,0.0,,-1.0,,1.0,,1.0,,,
3448374251,1813,1,1.0,1.0,-1.0,-1.0,0,-1,0,,-1.0,,,1.0,,0.0,,,
3420062699,1363,-1,1.0,,1.0,1.0,0,2,1,,-1.0,,,1.0,,1.0,,,
3447066798,1054,-1,-1.0,-1.0,-1.0,,-1,0,-3,,-1.0,-1.0,,-1.0,,-1.0,,,
3443786734,1541,1,-1.0,1.0,1.0,,-2,0,1,1.0,,-1.0,1.0,1.0,,-1.0,,,
3440772079,1725,1,-1.0,1.0,-1.0,-1.0,1,0,0,1.0,0.0,1.0,,-1.0,,,,,
3257402350,1217,-1,-1.0,,1.0,-1.0,0,-1,0,-1.0,,,,1.0,,,,,
3401450484,1997,-1,1.0,-1.0,-1.0,,-1,0,-3,-1.0,1.0,-1.0,,,,-3.0,,-1.0,
3431990260,1656,1,-1.0,-1.0,-1.0,1.0,0,0,0,2.0,-1.0,,,,,-1.0,,,
3421373431,1107,1,1.0,1.0,,,0,0,0,,,,,,,,,,
3408790520,1534,-1,-1.0,-1.0,-1.0,-1.0,-1,-2,-2,1.0,-2.0,-1.0,,,,-1.0,,,
3296723960,1661,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-4,,-1.0,-1.0,,-1.0,,-2.0,,-1.0,
3425698807,1857,1,-1.0,-1.0,,,0,0,0,,,,,,,,,,
3433563131,918,-1,-1.0,,-1.0,,0,0,-2,,-1.0,,,,,-1.0,,,
