,GameDuration,Winner,firstTower,firstInhibitor,firstDragon,firstRiftHerald,bluebaronKills,redbaronKills,blueriftHeraldKills,redriftHeraldKills,bluedragonKills,reddragonKills,blueElemDragNum,blueFIRE_DRAGON,blueEARTH_DRAGON,redElemDragNum,redFIRE_DRAGON,redEARTH_DRAGON,1FIRE_DRAGONteam,1FIRE_DRAGONtime,2EARTH_DRAGONteam,2EARTH_DRAGONtime,RIFTHERALD1team,RIFTHERALD1time,firstBaron,1ELDER_DRAGONteam,1ELDER_DRAGONtime,blueAIR_DRAGON,FIRE_DRAGONSoulteam,FIRE_DRAGONSoultime,redAIR_DRAGON,1AIR_DRAGONteam,1AIR_DRAGONtime,3FIRE_DRAGONteam,3FIRE_DRAGONtime,4FIRE_DRAGONteam,4FIRE_DRAGONtime,BARON_NASHOR1team,BARON_NASHOR1time,blueWATER_DRAGON,redWATER_DRAGON,1WATER_DRAGONteam,1WATER_DRAGONtime,2WATER_DRAGONteam,2WATER_DRAGONtime,RIFTHERALD2team,RIFTHERALD2time,3AIR_DRAGONteam,3AIR_DRAGONtime,4AIR_DRAGONteam,4AIR_DRAGONtime,EARTH_DRAGONSoulteam,EARTH_DRAGONSoultime,2AIR_DRAGONteam,2AIR_DRAGONtime,3EARTH_DRAGONteam,3EARTH_DRAGONtime,4EARTH_DRAGONteam,4EARTH_DRAGONtime,WATER_DRAGONSoulteam,WATER_DRAGONSoultime,3WATER_DRAGONteam,3WATER_DRAGONtime,4WATER_DRAGONteam,4WATER_DRAGONtime,AIR_DRAGONSoulteam,AIR_DRAGONSoultime,5AIR_DRAGONteam,5AIR_DRAGONtime,2FIRE_DRAGONteam,2FIRE_DRAGONtime,1EARTH_DRAGONteam,1EARTH_DRAGONtime,5EARTH_DRAGONteam,5EARTH_DRAGONtime,BARON_NASHOR2team,BARON_NASHOR2time,5WATER_DRAGONteam,5WATER_DRAGONtime,6WATER_DRAGONteam,6WATER_DRAGONtime,5FIRE_DRAGONteam,5FIRE_DRAGONtime,6FIRE_DRAGONteam,6FIRE_DRAGONtime,BARON_NASHOR3team,BARON_NASHOR3time,6EARTH_DRAGONteam,6EARTH_DRAGONtime,6AIR_DRAGONteam,6AIR_DRAGONtime,7FIRE_DRAGONteam,7FIRE_DRAGONtime,7EARTH_DRAGONteam,7EARTH_DRAGONtime,BARON_NASHOR4team,BARON_NASHOR4time,2ELDER_DRAGONteam,2ELDER_DRAGONtime,7AIR_DRAGONteam,7AIR_DRAGONtime,7WATER_DRAGONteam,7WATER_DRAGONtime,3ELDER_DRAGONteam,3ELDER_DRAGONtime,BARON_NASHOR5team,BARON_NASHOR5time,soul_team
3442999440,1655,blue,red,blue,red,red,0,1,1,1,1,3,1,1,0,3,1,1,,,red,827167,red,604713,red,,,0,,,1,red,455808,red,1154205,blue,1499621,red,1406822,,,,,,,blue,1103232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3435135120,1521,blue,red,blue,blue,red,1,0,0,1,3,0,3,1,1,0,0,0,,,,,red,511038,blue,,,1,,,0,blue,626850,,,,,blue,1380082,,,,,,,,,,,,,,,,,blue,1281261,,,,,,,,,,,,,blue,963295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442868371,1509,red,red,red,red,red,0,0,0,2,0,3,0,0,,3,1,,,,,,red,726461,,,,0,,,1,,,red,1210202,,,,,0,1,red,512977,,,red,1143402,,,,,,,red,887437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3416785043,1672,red,red,red,red,red,0,1,0,2,1,3,1,,0,3,,1,,,,,red,516347,red,,,1,,,0,,,,,,,red,1236594,0,2,,,,,red,968364,,,,,,,blue,705015,,,,,,,red,1071681,red,1440171,,,,,,,red,344354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412197524,1273,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398959254,1586,red,blue,red,blue,blue,0,1,1,0,2,2,2,0,,2,1,,,,,,blue,801129,red,,,1,,,0,blue,349483,,,,,red,1281945,1,1,,,,,,,,,,,,,,,,,,,,,blue,1072211,red,1433959,,,,,red,744334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3406168214,1223,blue,blue,,red,red,0,0,0,1,1,2,1,0,,2,1,,,,,,red,1029080,,,,0,,,1,red,553677,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,blue,1210140,,,,,,,red,890131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3439329431,1179,blue,blue,blue,blue,blue,0,0,1,0,2,0,2,,1,0,,0,,,,,blue,815821,,,,,,,,,,,,,,,,1,0,,,blue,1122957,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,749368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442868372,1972,red,red,red,blue,red,1,1,1,1,2,2,2,0,1,2,1,0,,,,,red,637146,red,,,1,,,1,,,,,,,red,1269634,,,,,,,blue,1036799,blue,1317696,red,1664174,,,,,,,,,,,,,,,,,,,red,981054,blue,594995,,,blue,1794749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428581530,2175,blue,red,blue,red,blue,0,2,1,0,4,1,4,3,1,1,0,0,,,blue,754146,blue,907081,red,,,0,blue,1720586,1,red,337482,blue,1070446,blue,1381523,red,1320041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1775841,,,,,blue,1720586,,,,,,,,,,,,,,,,,,,,,,,,,blue
3434217627,947,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368026274,1773,blue,red,blue,blue,blue,1,1,2,0,4,0,4,1,,0,0,,blue,414946,,,blue,608345,red,,,1,,,0,,,,,,,red,1293093,2,0,,,,,blue,982032,,,,,,,blue,756355,,,,,blue,1453195,blue,1127011,blue,1453195,,,,,,,,,,,blue,1681956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3323199651,1067,red,red,red,blue,blue,0,0,1,0,1,1,1,0,,1,1,,,,,,blue,591718,,,,,,,,,,,,,,,,1,0,blue,379472,,,,,,,,,,,,,,,,,,,,,,,,,,,red,721089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368026276,1101,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3407347877,2169,blue,blue,blue,blue,blue,1,1,1,0,2,3,2,1,1,3,2,0,,,,,blue,1020386,red,,,,,,,,,red,1164006,blue,1486697,red,1371105,0,1,,,red,843572,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,521843,,,blue,1870600,,,,,red,1835398,,,,,,,,,,,,,,,,,,,,,,,,,
3435004070,1468,blue,blue,,blue,blue,0,0,1,0,3,0,3,1,,0,0,,,,,,blue,1006955,,,,1,,,0,,,blue,1172722,,,,,1,0,blue,438747,,,,,,,,,,,blue,754708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441950888,1350,red,blue,,blue,blue,0,1,1,1,1,2,1,0,1,2,1,0,,,,,blue,605386,red,,,,,,,,,,,,,red,1246005,0,1,,,,,red,989431,,,,,,,,,,,,,,,red,1021447,,,,,,,red,703217,blue,370399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3448111275,1178,red,blue,red,red,blue,0,0,1,1,1,2,1,0,,2,1,,,,,,blue,715369,,,,1,,,0,,,red,1124965,,,,,0,1,red,429388,,,red,1116741,,,,,,,blue,802073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3419537579,1765,red,red,red,red,red,0,1,0,1,0,4,0,0,,4,1,,,,,,red,861921,red,,,0,,,2,,,,,,,red,1657286,0,1,red,620203,,,,,red,1279962,red,1620953,,,,,,,,,,,,,,,red,1620953,,,red,970079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3401973936,1755,blue,blue,blue,blue,blue,0,1,1,1,2,2,2,,1,2,,0,,,,,blue,554328,red,,,1,,,0,,,,,,,red,1256382,0,2,,,,,red,958575,,,,,,,blue,722406,,,,,,,red,1042742,red,1421722,,,,,,,blue,380903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3410100401,1341,red,red,,red,red,0,0,1,1,1,2,1,0,,2,1,,,,,,red,528878,,,,1,,,0,,,red,1096685,,,,,0,1,red,346322,,,blue,950653,,,,,,,blue,751103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3413115064,1471,red,red,red,blue,red,0,1,0,2,2,1,2,,1,1,,0,,,,,red,578737,red,,,1,,,0,,,,,,,red,1288255,0,1,,,red,743686,red,1032359,blue,1106539,,,,,,,,,,,,,,,,,,,,,,,blue,431411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423862968,1420,blue,blue,blue,red,blue,1,0,2,0,2,2,2,,2,2,,0,,,,,blue,579035,blue,,,0,,,1,,,,,,,blue,1291093,0,1,red,317412,,,blue,1098736,,,,,,,red,643108,blue,959970,blue,1322508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358458050,1508,blue,blue,blue,blue,blue,0,0,2,0,3,0,3,,1,0,,0,,,,,blue,630468,,,,1,,,0,,,,,,,,,1,0,,,,,blue,1033563,,,,,,,blue,872251,,,,,,,blue,1203273,,,,,,,,,blue,554958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356885187,917,red,red,,red,red,0,0,0,1,0,2,0,0,,2,1,,,,,,red,541516,,,,,,,,,,,,,,,,0,1,red,403927,,,,,,,,,,,,,,,,,,,,,,,,,,,red,896851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3443916996,1358,blue,blue,red,red,,0,0,0,0,3,2,3,1,2,2,0,1,,,,,,,,,,,,,,,,,,,,,,0,1,red,394083,,,,,,,,,,,,,blue,776941,red,972415,,,,,,,,,,,blue,605511,,,blue,1206022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396337861,1480,red,red,red,blue,blue,0,0,1,1,1,2,1,0,,2,1,,,,,,blue,588917,,,,0,,,1,,,,,,,,,1,0,blue,659864,,,red,1009972,red,1300216,,,,,,,,,,,,,,,,,,,,,red,976808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428581574,1146,red,blue,blue,blue,,0,1,0,0,3,2,3,,1,2,,0,,,,,,,red,,,1,,,0,,,,,,,red,990529,1,2,,,,,,,,,,,,,blue,536575,,,,,,,blue,698917,red,904235,,,,,,,blue,366901,,,,,red,1086224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3445752005,1290,red,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444572359,1501,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444703432,1282,red,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441164490,1924,red,blue,blue,red,blue,1,1,2,0,0,4,0,,0,4,,1,,,red,858944,blue,678379,blue,,,0,,,2,,,,,,,blue,1344042,0,1,red,404427,,,blue,1134112,red,1173217,red,1521395,,,,,,,,,,,,,,,red,1521395,,,,,,,,,red,1728354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3429630160,1591,blue,red,blue,red,blue,1,0,2,0,3,1,3,,0,1,,1,,,,,blue,746814,blue,,,2,,,0,,,,,,,blue,1378188,1,0,,,blue,899625,blue,1133784,blue,1227414,blue,1548215,,,,,,,,,,,,,,,,,,,,,red,577603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438543058,1871,blue,red,blue,blue,red,1,0,0,2,2,3,2,0,,3,3,,,,,,red,577594,blue,,,1,,,0,,,red,1080592,red,1413831,blue,1728784,1,0,blue,407525,,,red,977284,,,,,,,blue,728406,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1737668,,,,,,,,,,,,,,,,,,,,,,,,,
3436576981,1259,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3424911576,1120,blue,blue,blue,blue,,0,0,0,0,2,0,2,,1,0,,0,,,,,,,,,,,,,,,,,,,,,,1,0,,,blue,1033495,,,,,,,,,,,,,,,,,,,,,,,,,,,blue,726321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3446538457,1025,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425566938,1167,blue,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411542232,1694,blue,red,blue,red,blue,0,0,1,0,3,1,3,2,,1,0,,,,,,blue,970458,,,,1,,,0,,,blue,1148953,blue,1480539,,,0,1,red,505047,,,,,,,,,,,blue,826066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423863006,1028,red,red,red,blue,,0,1,0,0,3,1,3,1,1,1,0,1,blue,344752,,,,,red,,,,,,,,,,,,,red,911995,1,0,,,blue,517740,,,,,,,,,,,blue,721654,red,886824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3426877665,1847,red,red,red,blue,,0,0,0,0,2,2,2,1,0,2,1,1,,,red,945218,,,,,,,,,,,,blue,1262187,red,1593279,,,1,0,blue,520450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436183779,1640,red,red,red,blue,red,0,1,1,1,2,2,2,,0,2,,1,,,red,927823,red,555909,red,,,1,,,0,blue,615309,,,,,red,1310757,1,1,,,,,blue,1111380,,,,,,,,,,,,,,,blue,1239927,red,1554433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3440115940,1392,red,red,,blue,red,0,1,0,1,3,0,3,,1,0,,0,,,blue,744074,red,812328,red,,,1,,,0,,,,,,,red,1288171,1,0,blue,419551,,,,,blue,1058554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436839145,1306,blue,blue,,red,,0,0,0,0,1,2,1,1,0,2,0,1,,,,,,,,,,,,,,,,,,,,,,0,1,red,516085,,,,,,,,,,,,,red,1219454,,,,,,,,,,,,,blue,872706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441819886,1409,red,red,,blue,blue,0,1,2,0,1,2,1,1,0,2,0,1,blue,515424,,,blue,670106,red,,,,,,,,,,,,,red,1382176,0,1,,,red,900642,blue,1052400,,,,,,,,,red,1253386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437101295,1902,red,red,blue,red,red,0,1,1,1,0,4,0,0,0,4,1,2,red,408436,,,red,690781,red,,,0,,,1,,,,,,,red,1526173,,,,,,,blue,1181744,,,,,red,1781587,red,1099532,red,1473289,red,1781587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3434873078,2226,blue,blue,blue,red,blue,1,0,1,0,3,3,3,,0,3,,1,,,,,blue,993924,blue,,,3,,,1,,,,,,,blue,1805152,0,1,,,red,781896,,,red,1112352,blue,1426429,,,,,,,,,,,,,,,,,blue,1760366,,,red,432599,,,,,,,,,,,,,,,,,blue,2116047,,,,,,,,,,,,,,,,,
3445358839,1444,blue,blue,,blue,blue,1,0,2,0,3,0,3,,1,0,,0,,,,,blue,551861,blue,,,1,,,0,blue,391788,,,,,blue,1379950,1,0,,,blue,789637,blue,1051599,,,,,,,,,blue,1187545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441033464,1426,red,blue,red,red,blue,0,1,1,1,0,3,0,,0,3,,1,,,,,blue,794229,red,,,0,,,1,,,,,,,red,1347642,0,1,,,,,red,1176452,,,,,,,red,888784,,,,,,,red,1224438,,,,,,,,,red,564733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3431596282,2527,red,red,red,blue,red,0,1,0,2,2,4,2,1,,4,0,,blue,410985,,,red,622079,red,,,1,,,3,,,,,,,red,2052331,0,1,,,red,745396,red,1015773,blue,1120736,red,1451760,,,,,,,,,,,,,,,red,2136888,red,1793274,,,,,,,,,,,,,,,,,,,,,red,2136888,,,,,,,,,,,,,,,,,red
3441950972,1104,red,red,red,red,,0,1,0,0,1,4,1,1,0,4,2,1,,,red,459199,,,red,,,,red,1029205,,,,blue,660347,red,848997,red,1029304,0,1,red,287313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1029205,,,,,,,,,,,,,,,,,,,,,,,,,red
3431596288,1266,red,red,red,red,red,0,0,0,1,0,3,0,0,0,3,1,1,,,,,red,943180,,,,0,,,1,,,,,,,,,,,,,,,,,red,1058419,,,,,,,,,,,,,,,,,,,,,red,744752,red,345001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442999553,1288,red,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447456000,1656,red,blue,,blue,blue,0,1,1,0,1,3,1,0,0,3,1,2,,,,,blue,639280,red,,,,,,,,,,,,,red,1624946,1,0,blue,503521,,,,,,,,,,,,,red,1132829,red,1498090,,,,,,,,,,,red,812382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3388211462,1541,red,red,red,red,red,0,1,0,2,2,2,2,0,,2,1,,,,,,red,585028,red,,,0,,,1,red,435149,,,,,red,1413317,2,0,,,,,red,998982,,,,,,,,,,,,,,,blue,1068499,blue,1408229,,,,,red,759189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422421261,1350,red,red,red,red,red,0,1,0,1,0,3,0,0,0,3,1,1,red,537807,red,892092,red,1054267,red,,,,,,,,,,,,,red,1283037,0,1,,,,,,,,,,,,,,,,,,,,,red,1240596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3415212302,1252,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3395420430,1205,red,red,red,blue,red,0,0,0,2,1,2,1,0,,2,1,,,,,,red,503337,,,,0,,,1,,,,,,,,,1,0,blue,382242,,,red,991217,red,1021014,,,,,,,,,,,,,,,,,,,,,red,704369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337879822,1438,red,red,red,red,blue,0,0,1,1,0,3,0,0,0,3,1,1,,,,,blue,608940,,,,0,,,1,red,589183,,,,,,,,,,,,,red,1028197,,,,,,,,,red,1254139,,,,,,,,,,,,,red,921822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3437232402,1154,red,red,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411149075,1829,red,red,red,red,red,0,1,0,1,1,3,1,0,,3,2,,,,,,red,894953,red,,,0,,,1,red,467831,red,1116815,red,1509681,red,1403038,1,0,,,blue,784174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3441688850,965,red,red,,red,red,0,0,0,1,0,2,0,0,0,2,1,1,,,,,red,678428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,901614,red,494667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433431314,1509,blue,blue,blue,red,blue,1,0,2,0,0,3,0,,0,3,,1,,,red,971580,blue,531450,blue,,,0,,,1,red,635332,,,,,blue,1338846,0,1,,,,,blue,925423,,,,,,,,,,,,,,,red,1279973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3447324947,1248,red,red,,red,red,0,0,0,1,0,3,0,0,0,3,1,1,,,,,red,1192597,,,,0,,,1,red,406205,,,,,,,,,,,,,,,,,,,,,,,red,1071071,,,,,,,,,,,,,red,744484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3438018840,1964,blue,blue,blue,blue,blue,0,0,2,0,4,1,4,,1,1,,0,,,,,blue,512609,,,,1,,,0,,,,,,,,,2,1,,,,,blue,973273,,,,,,,blue,797674,,,,,blue,1779084,red,1114318,blue,1429991,,,,,,,blue,406603,,,,,blue,1779084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3447456024,1411,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3442737434,1955,red,blue,red,red,blue,0,1,2,0,1,4,1,0,,4,3,,,,,,blue,677039,red,,,0,red,1754227,1,red,446208,red,1115394,red,1434724,red,1796121,1,0,,,blue,790607,blue,1065714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,1754227,,,,,,,,,,,,,,,,,,,,,,,,,red
3434610969,946,blue,blue,,blue,blue,0,0,1,0,1,0,1,,,0,,,,,,,blue,786225,,,,,,,,,,,,,,,,1,0,blue,637797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3433169181,1922,red,red,red,red,,1,0,0,0,1,3,1,0,,3,1,,,,,,,,blue,,,1,,,1,,,,,,,blue,1508323,0,1,red,491245,,,,,red,1223016,blue,1574835,,,,,,,,,,,,,,,,,,,red,850832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425304862,1526,blue,red,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3412853023,1546,red,red,red,blue,red,0,0,0,2,1,2,1,0,0,2,1,1,,,red,1011518,red,524376,,,,1,,,0,blue,590345,red,1318032,,,,,,,,,,,red,1102814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3425960221,1296,blue,blue,red,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3423863073,1346,red,red,red,blue,,0,1,0,0,1,3,1,0,1,3,2,0,,,,,,,red,,,0,,,1,,,red,1064720,red,1246677,red,1130261,,,,,,,,,,,,,,,red,871021,,,,,,,,,,,,,,,,,blue,648049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428450595,1219,blue,blue,red,blue,,0,1,0,0,4,0,4,1,,0,0,,blue,539274,,,,,red,,,1,,,0,,,,,,,red,754048,2,0,,,,,,,,,,,,,blue,720201,,,,,blue,1104549,blue,924254,blue,1104549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3401974053,1628,red,red,red,red,red,0,1,0,2,0,4,0,0,,4,1,,red,425948,,,red,561584,red,,,0,,,2,,,,,,,red,1244061,0,1,,,red,816264,red,987649,red,1141215,red,1492293,,,,,,,,,,,,,,,red,1492293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red
3375497510,1502,blue,blue,blue,red,red,0,0,0,1,2,1,2,0,1,1,1,0,red,720523,,,red,937578,,,,,,,,,,,,,,,,1,0,,,blue,1063494,,,,,,,,,,,blue,1414112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3436577062,731,blue,blue,blue,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3430809896,1814,red,blue,red,blue,,0,0,0,0,1,3,1,0,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,,,,,,,,,,,,,,red,1183950,red,1566423,,,,,red,841056,blue,516767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3368026417,1631,blue,blue,blue,red,blue,1,0,1,0,2,2,2,0,,2,1,,red,362217,,,blue,796064,blue,,,1,,,0,,,,,,,blue,1426772,1,1,,,,,,,,,,,,,blue,790746,,,,,,,blue,1220255,red,1568634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3428450611,1131,red,red,,red,red,0,0,0,1,1,1,1,,1,1,,0,,,blue,830012,red,897897,,,,0,,,1,red,502950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3432251701,1348,red,blue,blue,blue,,0,1,0,0,4,0,4,1,,0,0,,,,,,,,red,,,2,,,0,,,,,,,red,1161196,1,0,blue,421430,,,,,blue,876401,blue,1045560,,,,,,,,,,,,,,,blue,1045560,,,blue,689139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,blue
3334471991,2033,red,blue,red,red,red,0,1,0,1,3,2,3,2,0,2,1,1,,,,,red,568381,red,,,1,,,0,,,blue,1141805,blue,1467446,red,1626346,,,,,,,,,,,,,,,blue,799463,,,,,,,,,,,,,,,,,red,482845,,,,,,,,,red,1792697,,,,,,,,,,,,,,,,,,,,,,,,,
3428188473,1084,red,red,red,red,red,0,0,0,1,0,2,0,,0,2,,1,,,red,910164,red,630330,,,,0,,,1,red,524268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
